Achievement,Achievement_Priority,Client_Name_Pre,Client_Name,Client_Name_Post,Client_Name_Full,Client_Misc,Client_ID,Client_Order,Country,Location,Employer,Start_Date,End_Date,NDA,Project,Role,Role_Size,Role_Size,Task,Task_Priority,Tool,Tool_Type,Tool_Size
Created a game-changing discovery POC and got extended way beyond discovery only.,1,leading,market research, company,leading market research company,,id_06,6,USA,"Newtown, PA",EPAM Systems,1/1/2016,9/1/2016,y,Customer experience analytical web portal,Business Analyst,10,13,Data visualization best practices consulting.,9,R,language,1
Created a game-changing discovery POC and got extended way beyond discovery only.,1,leading,market research, company,leading market research company,,id_06,6,USA,"Newtown, PA",EPAM Systems,1/1/2016,9/1/2016,y,Customer experience analytical web portal,BI Developer,10,13,Data visualization best practices consulting.,9,R,language,1
Created a game-changing discovery POC and got extended way beyond discovery only.,1,leading,market research, company,leading market research company,,id_06,6,USA,"Newtown, PA",EPAM Systems,1/1/2016,9/1/2016,y,Customer experience analytical web portal,Data Analyst,12,14,Data profiling. Dummy data generation.,9,R,language,1
Created a game-changing discovery POC and got extended way beyond discovery only.,1,leading,market research, company,leading market research company,,id_06,6,USA,"Newtown, PA",EPAM Systems,1/1/2016,9/1/2016,y,Customer experience analytical web portal,Data Analyst,12,14,Data visualization best practices consulting.,9,R,language,1
Outperformed a senior design team in choosing the proper data visualization techniques.,10,leading,market research, company,leading market research company,,id_06,6,USA,"Newtown, PA",EPAM Systems,1/1/2016,9/1/2016,y,Customer experience analytical web portal,Server Administrator,2,10,Data visualization best practices consulting.,9,R,language,1
Outperformed a senior design team in choosing the proper data visualization techniques.,10,leading,market research, company,leading market research company,,id_06,6,USA,"Newtown, PA",EPAM Systems,1/1/2016,9/1/2016,y,Customer experience analytical web portal,Consultant,7,11,Data profiling. Dummy data generation.,9,R,language,1
Outperformed a senior design team in choosing the proper data visualization techniques.,10,leading,market research, company,leading market research company,,id_06,6,USA,"Newtown, PA",EPAM Systems,1/1/2016,9/1/2016,y,Customer experience analytical web portal,Consultant,7,11,Data visualization best practices consulting.,9,R,language,1
Outperformed a senior design team in choosing the proper data visualization techniques.,10,leading,market research, company,leading market research company,,id_06,6,USA,"Newtown, PA",EPAM Systems,1/1/2016,9/1/2016,y,Customer experience analytical web portal,Business Analyst,10,13,Data profiling. Dummy data generation.,9,R,language,1
Outperformed a senior design team in choosing the proper data visualization techniques.,10,leading,market research, company,leading market research company,,id_06,6,USA,"Newtown, PA",EPAM Systems,1/1/2016,9/1/2016,y,Customer experience analytical web portal,Business Analyst,10,13,Data visualization best practices consulting.,9,R,language,1
Outperformed a senior design team in choosing the proper data visualization techniques.,10,leading,market research, company,leading market research company,,id_06,6,USA,"Newtown, PA",EPAM Systems,1/1/2016,9/1/2016,y,Customer experience analytical web portal,BI Developer,10,13,Data profiling. Dummy data generation.,9,R,language,1
Outperformed a senior design team in choosing the proper data visualization techniques.,10,leading,market research, company,leading market research company,,id_06,6,USA,"Newtown, PA",EPAM Systems,1/1/2016,9/1/2016,y,Customer experience analytical web portal,BI Developer,10,13,Data visualization best practices consulting.,9,R,language,1
Outperformed a senior design team in choosing the proper data visualization techniques.,10,leading,market research, company,leading market research company,,id_06,6,USA,"Newtown, PA",EPAM Systems,1/1/2016,9/1/2016,y,Customer experience analytical web portal,Data Analyst,12,14,Data profiling. Dummy data generation.,9,R,language,1
Outperformed a senior design team in choosing the proper data visualization techniques.,10,leading,market research, company,leading market research company,,id_06,6,USA,"Newtown, PA",EPAM Systems,1/1/2016,9/1/2016,y,Customer experience analytical web portal,Data Analyst,12,14,Data visualization best practices consulting.,9,R,language,1
Created a game-changing discovery POC and got extended way beyond discovery only.,1,leading,market research, company,leading market research company,,id_06,6,USA,"Newtown, PA",EPAM Systems,1/1/2016,9/1/2016,y,Customer experience analytical web portal,Server Administrator,2,10,Data visualization best practices consulting.,9,Git,misc,1
Created a game-changing discovery POC and got extended way beyond discovery only.,1,leading,market research, company,leading market research company,,id_06,6,USA,"Newtown, PA",EPAM Systems,1/1/2016,9/1/2016,y,Customer experience analytical web portal,Consultant,7,11,Data profiling. Dummy data generation.,9,Git,misc,1
Created a game-changing discovery POC and got extended way beyond discovery only.,1,leading,market research, company,leading market research company,,id_06,6,USA,"Newtown, PA",EPAM Systems,1/1/2016,9/1/2016,y,Customer experience analytical web portal,Consultant,7,11,Data visualization best practices consulting.,9,Git,misc,1
Created a game-changing discovery POC and got extended way beyond discovery only.,1,leading,market research, company,leading market research company,,id_06,6,USA,"Newtown, PA",EPAM Systems,1/1/2016,9/1/2016,y,Customer experience analytical web portal,Business Analyst,10,13,Data profiling. Dummy data generation.,9,Git,misc,1
Created a game-changing discovery POC and got extended way beyond discovery only.,1,leading,market research, company,leading market research company,,id_06,6,USA,"Newtown, PA",EPAM Systems,1/1/2016,9/1/2016,y,Customer experience analytical web portal,Business Analyst,10,13,Data visualization best practices consulting.,9,Git,misc,1
Created a game-changing discovery POC and got extended way beyond discovery only.,1,leading,market research, company,leading market research company,,id_06,6,USA,"Newtown, PA",EPAM Systems,1/1/2016,9/1/2016,y,Customer experience analytical web portal,BI Developer,10,13,Data visualization best practices consulting.,9,Git,misc,1
Created a game-changing discovery POC and got extended way beyond discovery only.,1,leading,market research, company,leading market research company,,id_06,6,USA,"Newtown, PA",EPAM Systems,1/1/2016,9/1/2016,y,Customer experience analytical web portal,Data Analyst,12,14,Data profiling. Dummy data generation.,9,Git,misc,1
Created a game-changing discovery POC and got extended way beyond discovery only.,1,leading,market research, company,leading market research company,,id_06,6,USA,"Newtown, PA",EPAM Systems,1/1/2016,9/1/2016,y,Customer experience analytical web portal,Data Analyst,12,14,Data visualization best practices consulting.,9,Git,misc,1
Outperformed a senior design team in choosing the proper data visualization techniques.,10,leading,market research, company,leading market research company,,id_06,6,USA,"Newtown, PA",EPAM Systems,1/1/2016,9/1/2016,y,Customer experience analytical web portal,Server Administrator,2,10,Data visualization best practices consulting.,9,Git,misc,1
Outperformed a senior design team in choosing the proper data visualization techniques.,10,leading,market research, company,leading market research company,,id_06,6,USA,"Newtown, PA",EPAM Systems,1/1/2016,9/1/2016,y,Customer experience analytical web portal,Consultant,7,11,Data profiling. Dummy data generation.,9,Git,misc,1
Outperformed a senior design team in choosing the proper data visualization techniques.,10,leading,market research, company,leading market research company,,id_06,6,USA,"Newtown, PA",EPAM Systems,1/1/2016,9/1/2016,y,Customer experience analytical web portal,Consultant,7,11,Data visualization best practices consulting.,9,Git,misc,1
Outperformed a senior design team in choosing the proper data visualization techniques.,10,leading,market research, company,leading market research company,,id_06,6,USA,"Newtown, PA",EPAM Systems,1/1/2016,9/1/2016,y,Customer experience analytical web portal,Business Analyst,10,13,Data profiling. Dummy data generation.,9,Git,misc,1
Outperformed a senior design team in choosing the proper data visualization techniques.,10,leading,market research, company,leading market research company,,id_06,6,USA,"Newtown, PA",EPAM Systems,1/1/2016,9/1/2016,y,Customer experience analytical web portal,Business Analyst,10,13,Data visualization best practices consulting.,9,Git,misc,1
Outperformed a senior design team in choosing the proper data visualization techniques.,10,leading,market research, company,leading market research company,,id_06,6,USA,"Newtown, PA",EPAM Systems,1/1/2016,9/1/2016,y,Customer experience analytical web portal,BI Developer,10,13,Data profiling. Dummy data generation.,9,Git,misc,1
Outperformed a senior design team in choosing the proper data visualization techniques.,10,leading,market research, company,leading market research company,,id_06,6,USA,"Newtown, PA",EPAM Systems,1/1/2016,9/1/2016,y,Customer experience analytical web portal,BI Developer,10,13,Data visualization best practices consulting.,9,Git,misc,1
Outperformed a senior design team in choosing the proper data visualization techniques.,10,leading,market research, company,leading market research company,,id_06,6,USA,"Newtown, PA",EPAM Systems,1/1/2016,9/1/2016,y,Customer experience analytical web portal,Data Analyst,12,14,Data profiling. Dummy data generation.,9,Git,misc,1
Outperformed a senior design team in choosing the proper data visualization techniques.,10,leading,market research, company,leading market research company,,id_06,6,USA,"Newtown, PA",EPAM Systems,1/1/2016,9/1/2016,y,Customer experience analytical web portal,Data Analyst,12,14,Data visualization best practices consulting.,9,Git,misc,1
Completely redesigned legacy merged credit report on an extremely tight timeline.,10,,consumer reporting agency,,consumer reporting agency,,id_07,7,USA,"Newtown, PA",EPAM Systems,9/1/2016,12/1/2016,y,Merged consumer credit reports rework,Product Designer,9,12,Credits reports merging rules and algorithms analysis and improvement.,8,SAP Crystal Reports,BI,1
Completely redesigned legacy merged credit report on an extremely tight timeline.,10,,consumer reporting agency,,consumer reporting agency,,id_07,7,USA,"Newtown, PA",EPAM Systems,9/1/2016,12/1/2016,y,Merged consumer credit reports rework,Product Designer,9,12,Data quality analysis and FCRA compliance assurance. Regression testing.,9,SAP Crystal Reports,BI,1
Completely redesigned legacy merged credit report on an extremely tight timeline.,10,,consumer reporting agency,,consumer reporting agency,,id_07,7,USA,"Newtown, PA",EPAM Systems,9/1/2016,12/1/2016,y,Merged consumer credit reports rework,Product Designer,9,12,Credit report redesign and FCRA compliance assurance.,9,SAP Crystal Reports,BI,1
Completely redesigned legacy merged credit report on an extremely tight timeline.,10,,consumer reporting agency,,consumer reporting agency,,id_07,7,USA,"Newtown, PA",EPAM Systems,9/1/2016,12/1/2016,y,Merged consumer credit reports rework,Product Designer,9,12,Stakeholder engagement and requirements management.,10,SAP Crystal Reports,BI,1
Completely redesigned legacy merged credit report on an extremely tight timeline.,10,,consumer reporting agency,,consumer reporting agency,,id_07,7,USA,"Newtown, PA",EPAM Systems,9/1/2016,12/1/2016,y,Merged consumer credit reports rework,Business Analyst,10,13,Credits reports merging rules and algorithms analysis and improvement.,8,SAP Crystal Reports,BI,1
Completely redesigned legacy merged credit report on an extremely tight timeline.,10,,consumer reporting agency,,consumer reporting agency,,id_07,7,USA,"Newtown, PA",EPAM Systems,9/1/2016,12/1/2016,y,Merged consumer credit reports rework,BI Developer,10,13,Credits reports merging rules and algorithms analysis and improvement.,8,SAP Crystal Reports,BI,1
Completely redesigned legacy merged credit report on an extremely tight timeline.,10,,consumer reporting agency,,consumer reporting agency,,id_07,7,USA,"Newtown, PA",EPAM Systems,9/1/2016,12/1/2016,y,Merged consumer credit reports rework,Business Analyst,10,13,Data quality analysis and FCRA compliance assurance. Regression testing.,9,SAP Crystal Reports,BI,1
Completely redesigned legacy merged credit report on an extremely tight timeline.,10,,consumer reporting agency,,consumer reporting agency,,id_07,7,USA,"Newtown, PA",EPAM Systems,9/1/2016,12/1/2016,y,Merged consumer credit reports rework,Business Analyst,10,13,Credit report redesign and FCRA compliance assurance.,9,SAP Crystal Reports,BI,1
Completely redesigned legacy merged credit report on an extremely tight timeline.,10,,consumer reporting agency,,consumer reporting agency,,id_07,7,USA,"Newtown, PA",EPAM Systems,9/1/2016,12/1/2016,y,Merged consumer credit reports rework,BI Developer,10,13,Data quality analysis and FCRA compliance assurance. Regression testing.,9,SAP Crystal Reports,BI,1
Completely redesigned legacy merged credit report on an extremely tight timeline.,10,,consumer reporting agency,,consumer reporting agency,,id_07,7,USA,"Newtown, PA",EPAM Systems,9/1/2016,12/1/2016,y,Merged consumer credit reports rework,BI Developer,10,13,Credit report redesign and FCRA compliance assurance.,9,SAP Crystal Reports,BI,1
Completely redesigned legacy merged credit report on an extremely tight timeline.,10,,consumer reporting agency,,consumer reporting agency,,id_07,7,USA,"Newtown, PA",EPAM Systems,9/1/2016,12/1/2016,y,Merged consumer credit reports rework,Business Analyst,10,13,Stakeholder engagement and requirements management.,10,SAP Crystal Reports,BI,1
Completely redesigned legacy merged credit report on an extremely tight timeline.,10,,consumer reporting agency,,consumer reporting agency,,id_07,7,USA,"Newtown, PA",EPAM Systems,9/1/2016,12/1/2016,y,Merged consumer credit reports rework,BI Developer,10,13,Stakeholder engagement and requirements management.,10,SAP Crystal Reports,BI,1
Completely redesigned legacy merged credit report on an extremely tight timeline.,10,,consumer reporting agency,,consumer reporting agency,,id_07,7,USA,"Newtown, PA",EPAM Systems,9/1/2016,12/1/2016,y,Merged consumer credit reports rework,Data Analyst,12,14,Credits reports merging rules and algorithms analysis and improvement.,8,SAP Crystal Reports,BI,1
Completely redesigned legacy merged credit report on an extremely tight timeline.,10,,consumer reporting agency,,consumer reporting agency,,id_07,7,USA,"Newtown, PA",EPAM Systems,9/1/2016,12/1/2016,y,Merged consumer credit reports rework,Data Analyst,12,14,Data quality analysis and FCRA compliance assurance. Regression testing.,9,SAP Crystal Reports,BI,1
Completely redesigned legacy merged credit report on an extremely tight timeline.,10,,consumer reporting agency,,consumer reporting agency,,id_07,7,USA,"Newtown, PA",EPAM Systems,9/1/2016,12/1/2016,y,Merged consumer credit reports rework,Data Analyst,12,14,Credit report redesign and FCRA compliance assurance.,9,SAP Crystal Reports,BI,1
Completely redesigned legacy merged credit report on an extremely tight timeline.,10,,consumer reporting agency,,consumer reporting agency,,id_07,7,USA,"Newtown, PA",EPAM Systems,9/1/2016,12/1/2016,y,Merged consumer credit reports rework,Data Analyst,12,14,Stakeholder engagement and requirements management.,10,SAP Crystal Reports,BI,1
Completely redesigned legacy merged credit report on an extremely tight timeline.,10,,consumer reporting agency,,consumer reporting agency,,id_07,7,USA,"Newtown, PA",EPAM Systems,9/1/2016,12/1/2016,y,Merged consumer credit reports rework,Product Designer,9,12,Credits reports merging rules and algorithms analysis and improvement.,8,MS Excel,BI,4
Completely redesigned legacy merged credit report on an extremely tight timeline.,10,,consumer reporting agency,,consumer reporting agency,,id_07,7,USA,"Newtown, PA",EPAM Systems,9/1/2016,12/1/2016,y,Merged consumer credit reports rework,Product Designer,9,12,Data quality analysis and FCRA compliance assurance. Regression testing.,9,MS Excel,BI,4
Completely redesigned legacy merged credit report on an extremely tight timeline.,10,,consumer reporting agency,,consumer reporting agency,,id_07,7,USA,"Newtown, PA",EPAM Systems,9/1/2016,12/1/2016,y,Merged consumer credit reports rework,Product Designer,9,12,Credit report redesign and FCRA compliance assurance.,9,MS Excel,BI,4
Completely redesigned legacy merged credit report on an extremely tight timeline.,10,,consumer reporting agency,,consumer reporting agency,,id_07,7,USA,"Newtown, PA",EPAM Systems,9/1/2016,12/1/2016,y,Merged consumer credit reports rework,Product Designer,9,12,Stakeholder engagement and requirements management.,10,MS Excel,BI,4
Completely redesigned legacy merged credit report on an extremely tight timeline.,10,,consumer reporting agency,,consumer reporting agency,,id_07,7,USA,"Newtown, PA",EPAM Systems,9/1/2016,12/1/2016,y,Merged consumer credit reports rework,Business Analyst,10,13,Credits reports merging rules and algorithms analysis and improvement.,8,MS Excel,BI,4
Completely redesigned legacy merged credit report on an extremely tight timeline.,10,,consumer reporting agency,,consumer reporting agency,,id_07,7,USA,"Newtown, PA",EPAM Systems,9/1/2016,12/1/2016,y,Merged consumer credit reports rework,BI Developer,10,13,Credits reports merging rules and algorithms analysis and improvement.,8,MS Excel,BI,4
Completely redesigned legacy merged credit report on an extremely tight timeline.,10,,consumer reporting agency,,consumer reporting agency,,id_07,7,USA,"Newtown, PA",EPAM Systems,9/1/2016,12/1/2016,y,Merged consumer credit reports rework,Business Analyst,10,13,Data quality analysis and FCRA compliance assurance. Regression testing.,9,MS Excel,BI,4
Completely redesigned legacy merged credit report on an extremely tight timeline.,10,,consumer reporting agency,,consumer reporting agency,,id_07,7,USA,"Newtown, PA",EPAM Systems,9/1/2016,12/1/2016,y,Merged consumer credit reports rework,Business Analyst,10,13,Credit report redesign and FCRA compliance assurance.,9,MS Excel,BI,4
Completely redesigned legacy merged credit report on an extremely tight timeline.,10,,consumer reporting agency,,consumer reporting agency,,id_07,7,USA,"Newtown, PA",EPAM Systems,9/1/2016,12/1/2016,y,Merged consumer credit reports rework,BI Developer,10,13,Data quality analysis and FCRA compliance assurance. Regression testing.,9,MS Excel,BI,4
Completely redesigned legacy merged credit report on an extremely tight timeline.,10,,consumer reporting agency,,consumer reporting agency,,id_07,7,USA,"Newtown, PA",EPAM Systems,9/1/2016,12/1/2016,y,Merged consumer credit reports rework,BI Developer,10,13,Credit report redesign and FCRA compliance assurance.,9,MS Excel,BI,4
Completely redesigned legacy merged credit report on an extremely tight timeline.,10,,consumer reporting agency,,consumer reporting agency,,id_07,7,USA,"Newtown, PA",EPAM Systems,9/1/2016,12/1/2016,y,Merged consumer credit reports rework,Business Analyst,10,13,Stakeholder engagement and requirements management.,10,MS Excel,BI,4
Completely redesigned legacy merged credit report on an extremely tight timeline.,10,,consumer reporting agency,,consumer reporting agency,,id_07,7,USA,"Newtown, PA",EPAM Systems,9/1/2016,12/1/2016,y,Merged consumer credit reports rework,BI Developer,10,13,Stakeholder engagement and requirements management.,10,MS Excel,BI,4
Completely redesigned legacy merged credit report on an extremely tight timeline.,10,,consumer reporting agency,,consumer reporting agency,,id_07,7,USA,"Newtown, PA",EPAM Systems,9/1/2016,12/1/2016,y,Merged consumer credit reports rework,Data Analyst,12,14,Credits reports merging rules and algorithms analysis and improvement.,8,MS Excel,BI,4
Completely redesigned legacy merged credit report on an extremely tight timeline.,10,,consumer reporting agency,,consumer reporting agency,,id_07,7,USA,"Newtown, PA",EPAM Systems,9/1/2016,12/1/2016,y,Merged consumer credit reports rework,Data Analyst,12,14,Data quality analysis and FCRA compliance assurance. Regression testing.,9,MS Excel,BI,4
Completely redesigned legacy merged credit report on an extremely tight timeline.,10,,consumer reporting agency,,consumer reporting agency,,id_07,7,USA,"Newtown, PA",EPAM Systems,9/1/2016,12/1/2016,y,Merged consumer credit reports rework,Data Analyst,12,14,Credit report redesign and FCRA compliance assurance.,9,MS Excel,BI,4
Completely redesigned legacy merged credit report on an extremely tight timeline.,10,,consumer reporting agency,,consumer reporting agency,,id_07,7,USA,"Newtown, PA",EPAM Systems,9/1/2016,12/1/2016,y,Merged consumer credit reports rework,Data Analyst,12,14,Stakeholder engagement and requirements management.,10,MS Excel,BI,4
Completely redesigned legacy merged credit report on an extremely tight timeline.,10,,consumer reporting agency,,consumer reporting agency,,id_07,7,USA,"Newtown, PA",EPAM Systems,9/1/2016,12/1/2016,y,Merged consumer credit reports rework,Product Designer,9,12,Credits reports merging rules and algorithms analysis and improvement.,8,MongoDB,data,2
Completely redesigned legacy merged credit report on an extremely tight timeline.,10,,consumer reporting agency,,consumer reporting agency,,id_07,7,USA,"Newtown, PA",EPAM Systems,9/1/2016,12/1/2016,y,Merged consumer credit reports rework,Product Designer,9,12,Data quality analysis and FCRA compliance assurance. Regression testing.,9,MongoDB,data,2
Completely redesigned legacy merged credit report on an extremely tight timeline.,10,,consumer reporting agency,,consumer reporting agency,,id_07,7,USA,"Newtown, PA",EPAM Systems,9/1/2016,12/1/2016,y,Merged consumer credit reports rework,Product Designer,9,12,Credit report redesign and FCRA compliance assurance.,9,MongoDB,data,2
Completely redesigned legacy merged credit report on an extremely tight timeline.,10,,consumer reporting agency,,consumer reporting agency,,id_07,7,USA,"Newtown, PA",EPAM Systems,9/1/2016,12/1/2016,y,Merged consumer credit reports rework,Product Designer,9,12,Stakeholder engagement and requirements management.,10,MongoDB,data,2
Completely redesigned legacy merged credit report on an extremely tight timeline.,10,,consumer reporting agency,,consumer reporting agency,,id_07,7,USA,"Newtown, PA",EPAM Systems,9/1/2016,12/1/2016,y,Merged consumer credit reports rework,Business Analyst,10,13,Credits reports merging rules and algorithms analysis and improvement.,8,MongoDB,data,2
Completely redesigned legacy merged credit report on an extremely tight timeline.,10,,consumer reporting agency,,consumer reporting agency,,id_07,7,USA,"Newtown, PA",EPAM Systems,9/1/2016,12/1/2016,y,Merged consumer credit reports rework,BI Developer,10,13,Credits reports merging rules and algorithms analysis and improvement.,8,MongoDB,data,2
Completely redesigned legacy merged credit report on an extremely tight timeline.,10,,consumer reporting agency,,consumer reporting agency,,id_07,7,USA,"Newtown, PA",EPAM Systems,9/1/2016,12/1/2016,y,Merged consumer credit reports rework,Business Analyst,10,13,Data quality analysis and FCRA compliance assurance. Regression testing.,9,MongoDB,data,2
Completely redesigned legacy merged credit report on an extremely tight timeline.,10,,consumer reporting agency,,consumer reporting agency,,id_07,7,USA,"Newtown, PA",EPAM Systems,9/1/2016,12/1/2016,y,Merged consumer credit reports rework,Business Analyst,10,13,Credit report redesign and FCRA compliance assurance.,9,MongoDB,data,2
Completely redesigned legacy merged credit report on an extremely tight timeline.,10,,consumer reporting agency,,consumer reporting agency,,id_07,7,USA,"Newtown, PA",EPAM Systems,9/1/2016,12/1/2016,y,Merged consumer credit reports rework,BI Developer,10,13,Data quality analysis and FCRA compliance assurance. Regression testing.,9,MongoDB,data,2
Completely redesigned legacy merged credit report on an extremely tight timeline.,10,,consumer reporting agency,,consumer reporting agency,,id_07,7,USA,"Newtown, PA",EPAM Systems,9/1/2016,12/1/2016,y,Merged consumer credit reports rework,BI Developer,10,13,Credit report redesign and FCRA compliance assurance.,9,MongoDB,data,2
Completely redesigned legacy merged credit report on an extremely tight timeline.,10,,consumer reporting agency,,consumer reporting agency,,id_07,7,USA,"Newtown, PA",EPAM Systems,9/1/2016,12/1/2016,y,Merged consumer credit reports rework,Business Analyst,10,13,Stakeholder engagement and requirements management.,10,MongoDB,data,2
Completely redesigned legacy merged credit report on an extremely tight timeline.,10,,consumer reporting agency,,consumer reporting agency,,id_07,7,USA,"Newtown, PA",EPAM Systems,9/1/2016,12/1/2016,y,Merged consumer credit reports rework,BI Developer,10,13,Stakeholder engagement and requirements management.,10,MongoDB,data,2
Completely redesigned legacy merged credit report on an extremely tight timeline.,10,,consumer reporting agency,,consumer reporting agency,,id_07,7,USA,"Newtown, PA",EPAM Systems,9/1/2016,12/1/2016,y,Merged consumer credit reports rework,Data Analyst,12,14,Credits reports merging rules and algorithms analysis and improvement.,8,MongoDB,data,2
Completely redesigned legacy merged credit report on an extremely tight timeline.,10,,consumer reporting agency,,consumer reporting agency,,id_07,7,USA,"Newtown, PA",EPAM Systems,9/1/2016,12/1/2016,y,Merged consumer credit reports rework,Data Analyst,12,14,Data quality analysis and FCRA compliance assurance. Regression testing.,9,MongoDB,data,2
Completely redesigned legacy merged credit report on an extremely tight timeline.,10,,consumer reporting agency,,consumer reporting agency,,id_07,7,USA,"Newtown, PA",EPAM Systems,9/1/2016,12/1/2016,y,Merged consumer credit reports rework,Data Analyst,12,14,Credit report redesign and FCRA compliance assurance.,9,MongoDB,data,2
Completely redesigned legacy merged credit report on an extremely tight timeline.,10,,consumer reporting agency,,consumer reporting agency,,id_07,7,USA,"Newtown, PA",EPAM Systems,9/1/2016,12/1/2016,y,Merged consumer credit reports rework,Data Analyst,12,14,Stakeholder engagement and requirements management.,10,MongoDB,data,2
Completely redesigned legacy merged credit report on an extremely tight timeline.,10,,consumer reporting agency,,consumer reporting agency,,id_07,7,USA,"Newtown, PA",EPAM Systems,9/1/2016,12/1/2016,y,Merged consumer credit reports rework,Product Designer,9,12,Credits reports merging rules and algorithms analysis and improvement.,8,"Jira, Confluence, etc.",misc,1
Completely redesigned legacy merged credit report on an extremely tight timeline.,10,,consumer reporting agency,,consumer reporting agency,,id_07,7,USA,"Newtown, PA",EPAM Systems,9/1/2016,12/1/2016,y,Merged consumer credit reports rework,Product Designer,9,12,Data quality analysis and FCRA compliance assurance. Regression testing.,9,"Jira, Confluence, etc.",misc,1
Completely redesigned legacy merged credit report on an extremely tight timeline.,10,,consumer reporting agency,,consumer reporting agency,,id_07,7,USA,"Newtown, PA",EPAM Systems,9/1/2016,12/1/2016,y,Merged consumer credit reports rework,Product Designer,9,12,Credit report redesign and FCRA compliance assurance.,9,"Jira, Confluence, etc.",misc,1
Completely redesigned legacy merged credit report on an extremely tight timeline.,10,,consumer reporting agency,,consumer reporting agency,,id_07,7,USA,"Newtown, PA",EPAM Systems,9/1/2016,12/1/2016,y,Merged consumer credit reports rework,Product Designer,9,12,Stakeholder engagement and requirements management.,10,"Jira, Confluence, etc.",misc,1
Completely redesigned legacy merged credit report on an extremely tight timeline.,10,,consumer reporting agency,,consumer reporting agency,,id_07,7,USA,"Newtown, PA",EPAM Systems,9/1/2016,12/1/2016,y,Merged consumer credit reports rework,Business Analyst,10,13,Credits reports merging rules and algorithms analysis and improvement.,8,"Jira, Confluence, etc.",misc,1
Completely redesigned legacy merged credit report on an extremely tight timeline.,10,,consumer reporting agency,,consumer reporting agency,,id_07,7,USA,"Newtown, PA",EPAM Systems,9/1/2016,12/1/2016,y,Merged consumer credit reports rework,BI Developer,10,13,Credits reports merging rules and algorithms analysis and improvement.,8,"Jira, Confluence, etc.",misc,1
Completely redesigned legacy merged credit report on an extremely tight timeline.,10,,consumer reporting agency,,consumer reporting agency,,id_07,7,USA,"Newtown, PA",EPAM Systems,9/1/2016,12/1/2016,y,Merged consumer credit reports rework,Business Analyst,10,13,Data quality analysis and FCRA compliance assurance. Regression testing.,9,"Jira, Confluence, etc.",misc,1
Completely redesigned legacy merged credit report on an extremely tight timeline.,10,,consumer reporting agency,,consumer reporting agency,,id_07,7,USA,"Newtown, PA",EPAM Systems,9/1/2016,12/1/2016,y,Merged consumer credit reports rework,Business Analyst,10,13,Credit report redesign and FCRA compliance assurance.,9,"Jira, Confluence, etc.",misc,1
Completely redesigned legacy merged credit report on an extremely tight timeline.,10,,consumer reporting agency,,consumer reporting agency,,id_07,7,USA,"Newtown, PA",EPAM Systems,9/1/2016,12/1/2016,y,Merged consumer credit reports rework,BI Developer,10,13,Data quality analysis and FCRA compliance assurance. Regression testing.,9,"Jira, Confluence, etc.",misc,1
Completely redesigned legacy merged credit report on an extremely tight timeline.,10,,consumer reporting agency,,consumer reporting agency,,id_07,7,USA,"Newtown, PA",EPAM Systems,9/1/2016,12/1/2016,y,Merged consumer credit reports rework,BI Developer,10,13,Credit report redesign and FCRA compliance assurance.,9,"Jira, Confluence, etc.",misc,1
Completely redesigned legacy merged credit report on an extremely tight timeline.,10,,consumer reporting agency,,consumer reporting agency,,id_07,7,USA,"Newtown, PA",EPAM Systems,9/1/2016,12/1/2016,y,Merged consumer credit reports rework,Business Analyst,10,13,Stakeholder engagement and requirements management.,10,"Jira, Confluence, etc.",misc,1
Completely redesigned legacy merged credit report on an extremely tight timeline.,10,,consumer reporting agency,,consumer reporting agency,,id_07,7,USA,"Newtown, PA",EPAM Systems,9/1/2016,12/1/2016,y,Merged consumer credit reports rework,BI Developer,10,13,Stakeholder engagement and requirements management.,10,"Jira, Confluence, etc.",misc,1
Completely redesigned legacy merged credit report on an extremely tight timeline.,10,,consumer reporting agency,,consumer reporting agency,,id_07,7,USA,"Newtown, PA",EPAM Systems,9/1/2016,12/1/2016,y,Merged consumer credit reports rework,Data Analyst,12,14,Credits reports merging rules and algorithms analysis and improvement.,8,"Jira, Confluence, etc.",misc,1
Completely redesigned legacy merged credit report on an extremely tight timeline.,10,,consumer reporting agency,,consumer reporting agency,,id_07,7,USA,"Newtown, PA",EPAM Systems,9/1/2016,12/1/2016,y,Merged consumer credit reports rework,Data Analyst,12,14,Data quality analysis and FCRA compliance assurance. Regression testing.,9,"Jira, Confluence, etc.",misc,1
Completely redesigned legacy merged credit report on an extremely tight timeline.,10,,consumer reporting agency,,consumer reporting agency,,id_07,7,USA,"Newtown, PA",EPAM Systems,9/1/2016,12/1/2016,y,Merged consumer credit reports rework,Data Analyst,12,14,Credit report redesign and FCRA compliance assurance.,9,"Jira, Confluence, etc.",misc,1
Completely redesigned legacy merged credit report on an extremely tight timeline.,10,,consumer reporting agency,,consumer reporting agency,,id_07,7,USA,"Newtown, PA",EPAM Systems,9/1/2016,12/1/2016,y,Merged consumer credit reports rework,Data Analyst,12,14,Stakeholder engagement and requirements management.,10,"Jira, Confluence, etc.",misc,1
,,various,,,various,,id_08,99,USA,"Newtown, PA",EPAM Systems,12/1/2016,2/1/2017,y,Presales consulting and prototyping,Consultant,7,11,"Prototyping, mockups / POC development.",10,MicroStrategy,BI,1
